,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,air_quality_index,pollution_level,weekday,season
7516,7517,2014,1,8,4,8,11,8,9,400,44,-3.1,1027.3,-19.1,0,NE,3,Aotizhongxin,18,Good,Weekday,Winter
7517,7518,2014,1,8,5,11,8,10,8,400,43,-4,1027.7,-18.3,0,NE,1,Aotizhongxin,17.5,Good,Weekday,Winter
7518,7519,2014,1,8,6,12,10,14,9,400,40,-3.8,1028.3,-18.1,0,NE,2,Aotizhongxin,17.75,Good,Weekday,Winter
7519,7520,2014,1,8,7,12,16,17,14,500,34,-4.4,1029,-18.3,0,NE,2,Aotizhongxin,19,Good,Weekday,Winter
7520,7521,2014,1,8,8,14,13,17,16,500,32,-3.6,1029.8,-17.6,0,NE,2,Aotizhongxin,18.75,Good,Weekday,Winter
7521,7522,2014,1,8,9,12,12,14,15,500,33,-2.4,1030,-18.1,0,N,3,Aotizhongxin,18,Good,Weekday,Winter
7522,7523,2014,1,8,10,15,17,13,19,600,31,-1,1029.4,-18.6,0,N,3,Aotizhongxin,20.5,Good,Weekday,Winter
7523,7524,2014,1,8,11,17,15,20,17,500,33,-0.4,1028.2,-19.6,0,NE,3,Aotizhongxin,20.5,Good,Weekday,Winter
7524,7525,2014,1,8,12,18,10,19,14,500,37,0,1027.1,-20.3,0,NE,2,Aotizhongxin,19.75,Good,Weekday,Winter
7525,7526,2014,1,8,13,18,6,18,11,500,45,0.4,1026.1,-20.6,0,NE,2,Aotizhongxin,20,Good,Weekday,Winter
7526,7527,2014,1,8,14,10,6,11,11,500,47,0.5,1026.1,-21.1,0,N,2,Aotizhongxin,18.5,Good,Weekday,Winter
7527,7528,2014,1,8,15,14,8,12,14,500,45,0.5,1026.2,-22.5,0,NW,3,Aotizhongxin,20.25,Good,Weekday,Winter
7528,7529,2014,1,8,16,11,16,15,15,500,43,-1,1026.6,-22.4,0,NW,5,Aotizhongxin,21.25,Good,Weekday,Winter
7529,7530,2014,1,8,17,16,19,14,31,500,32,-1.5,1027.2,-21.6,0,NW,3,Aotizhongxin,24.5,Good,Weekday,Winter
7530,7531,2014,1,8,18,14,23,11,28,600,34,-1.7,1027.4,-21.8,0,NW,1,Aotizhongxin,24.75,Good,Weekday,Winter
7531,7532,2014,1,8,19,16,22,26,37,800,26,-2.2,1027.8,-21.6,0,NW,2,Aotizhongxin,25.25,Good,Weekday,Winter
7532,7533,2014,1,8,20,18,27,26,42,900,17,-2.3,1027.9,-21.2,0,NW,2,Aotizhongxin,26,Good,Weekday,Winter
7533,7534,2014,1,8,21,18,30,31,58,1000,4,-2.4,1027.9,-20.3,0,NW,1,Aotizhongxin,27.5,Good,Weekday,Winter
7534,7535,2014,1,8,22,19,23,29,50,900,10,-2.5,1027.9,-19.4,0,NW,2,Aotizhongxin,25.5,Good,Weekday,Winter
7535,7536,2014,1,8,23,57,31,37,44,1000,14,-2.7,1027.7,-20.1,0,NW,1,Aotizhongxin,36.5,Good,Weekday,Winter
7536,7537,2014,1,9,0,103,60,53,68,1500,1,-3.4,1027.4,-21.1,0,NW,2,Aotizhongxin,58,Moderate,Weekday,Winter
7537,7538,2014,1,9,1,84,73,59,71,1500,1,-3.3,1027.3,-23.7,0,NW,4,Aotizhongxin,57.25,Moderate,Weekday,Winter
7538,7539,2014,1,9,2,87,78,30,48,1200,9,-3.7,1027.7,-24,0,NW,3,Aotizhongxin,55.5,Moderate,Weekday,Winter
7539,7540,2014,1,9,3,58,15,12,8,400,40,-4.3,1027.3,-24.5,0,NW,3,Aotizhongxin,30.25,Good,Weekday,Winter
7540,7541,2014,1,9,4,13,19,7,8,400,24,-4.6,1027.1,-24.2,0,NW,2,Aotizhongxin,16,Good,Weekday,Winter
7541,7542,2014,1,9,5,9,15,6,15,400,37,-5.6,1027.1,-24.5,0,NW,1,Aotizhongxin,19,Good,Weekday,Winter
7542,7543,2014,1,9,6,10,16,6,23,500,31,-5.7,1027.3,-24.1,0,NW,1,Aotizhongxin,20,Good,Weekday,Winter
7543,7544,2014,1,9,7,16,20,15,32,600,21,-6.7,1027.9,-23.5,0,SE,1,Aotizhongxin,22.25,Good,Weekday,Winter
7544,7545,2014,1,9,8,16,25,29,49,700,7,-5.3,1028.5,-23.2,0,NE,1,Aotizhongxin,24.25,Good,Weekday,Winter
7545,7546,2014,1,9,9,18,34,35,45,800,11,-2.2,1028.2,-24,0,NE,1,Aotizhongxin,27,Good,Weekday,Winter
7546,7547,2014,1,9,10,21,37,31,37,900,22,-1.3,1027.4,-24.7,0,NE,1,Aotizhongxin,29.25,Good,Weekday,Winter
7547,7548,2014,1,9,11,21,30,27,30,800,29,-0.9,1025.9,-26,0,NE,1,Aotizhongxin,27.5,Good,Weekday,Winter
7548,7549,2014,1,9,12,13,6,11,15,500,46,0.8,1024.4,-25.5,0,W,1,Aotizhongxin,20,Good,Weekday,Winter
7549,7550,2014,1,9,13,13,6,8,7,500,54,1.2,1023.1,-25.2,0,N,2,Aotizhongxin,20,Good,Weekday,Winter
7550,7551,2014,1,9,14,21,6,5,4,400,57,0.4,1023,-21.2,0,SW,2,Aotizhongxin,22,Good,Weekday,Winter
7551,7552,2014,1,9,15,11,6,7,7,500,55,-0.2,1023,-20.5,0,SW,2,Aotizhongxin,19.75,Good,Weekday,Winter
7552,7553,2014,1,9,16,18,42,12,21,600,45,-1.7,1023.1,-19.2,0,SW,1,Aotizhongxin,31.5,Good,Weekday,Winter
7553,7554,2014,1,9,17,36,66,24,47,800,31,-2.1,1023.1,-19.5,0,SW,2,Aotizhongxin,45,Good,Weekday,Winter
7554,7555,2014,1,9,18,47,93,31,70,1000,10,-2.7,1023.8,-19.2,0,SW,2,Aotizhongxin,55,Moderate,Weekday,Winter
7555,7556,2014,1,9,19,54,83,29,65,1000,11,-2.5,1023.9,-19.9,0,SW,4,Aotizhongxin,53.25,Moderate,Weekday,Winter
7556,7557,2014,1,9,20,47,76,31,70,1000,5,-2.9,1024.2,-20.2,0,SW,3,Aotizhongxin,49.5,Good,Weekday,Winter
7557,7558,2014,1,9,21,47,76,31,70,1000,4,-3.1,1024.4,-20.9,0,SW,2,Aotizhongxin,49.25,Good,Weekday,Winter
7558,7559,2014,1,9,22,53,79,47,72,1200,2,-3.9,1024.8,-20.2,0,SW,1,Aotizhongxin,51.5,Moderate,Weekday,Winter
7559,7560,2014,1,9,23,48,68,40,65,1100,4,-6.8,1024.7,-19.7,0,NE,0,Aotizhongxin,46.25,Good,Weekday,Winter
7560,7561,2014,1,10,0,57,79,52,64,1100,5,-6.8,1024.8,-20.4,0,NE,1,Aotizhongxin,51.25,Moderate,Weekday,Winter
7561,7562,2014,1,10,1,63,108,49,67,1400,4,-6.9,1024.6,-19.8,0,NE,0,Aotizhongxin,60.5,Moderate,Weekday,Winter
7562,7563,2014,1,10,2,68,104,64,80,2100,1,-7.5,1024.8,-19.1,0,NE,1,Aotizhongxin,63.25,Moderate,Weekday,Winter
7563,7564,2014,1,10,3,64,73,54,69,1500,1,-8.3,1024.7,-18.1,0,NE,1,Aotizhongxin,51.75,Moderate,Weekday,Winter
7564,7565,2014,1,10,4,43,64,48,63,1300,1,-8.7,1024.9,-18.3,0,NE,1,Aotizhongxin,42.75,Good,Weekday,Winter
7565,7566,2014,1,10,5,37,34,29,53,1100,1,-8.1,1024.8,-18.8,0,NE,1,Aotizhongxin,31.25,Good,Weekday,Winter
7566,7567,2014,1,10,6,25,21,32,49,900,1,-8,1025,-19,0,NE,1,Aotizhongxin,24,Good,Weekday,Winter
7567,7568,2014,1,10,7,24,30,32,49,900,1,-8.1,1025.3,-17.7,0,NE,1,Aotizhongxin,26,Good,Weekday,Winter
7568,7569,2014,1,10,8,29,42,43,57,1100,1,-6.7,1026.1,-17.8,0,NE,2,Aotizhongxin,32.25,Good,Weekday,Winter
7569,7570,2014,1,10,9,28,42,43,57,1100,1,-3.8,1026.4,-18.9,0,N,1,Aotizhongxin,32,Good,Weekday,Winter
7570,7571,2014,1,10,10,48,93,62,64,2000,1,-1.6,1025.8,-20.1,0,NW,0,Aotizhongxin,51.5,Moderate,Weekday,Winter
7571,7572,2014,1,10,11,62,108,67,69,1900,1,-0.3,1024.8,-20.6,0,SW,0,Aotizhongxin,60,Moderate,Weekday,Winter
7572,7573,2014,1,10,12,54,65,70,64,1600,6,2.3,1023.6,-20.3,0,NW,0,Aotizhongxin,47.25,Good,Weekday,Winter
7573,7574,2014,1,10,13,56,63,77,70,1600,8,3.6,1023,-20.7,0,S,1,Aotizhongxin,49.25,Good,Weekday,Winter
7574,7575,2014,1,10,14,56,70,77,73,1600,10,4,1022.9,-18.9,0,SW,2,Aotizhongxin,52.25,Moderate,Weekday,Winter
7575,7576,2014,1,10,15,43,48,61,56,1200,20,2.6,1023.1,-19.4,0,SW,1,Aotizhongxin,41.75,Good,Weekday,Winter
7576,7577,2014,1,10,16,48,114,53,82,1600,4,1.1,1023.3,-19.4,0,SW,2,Aotizhongxin,62,Moderate,Weekday,Winter
7577,7578,2014,1,10,17,63,106,58,102,2000,1,0.2,1024.1,-18,0,SW,1,Aotizhongxin,68,Moderate,Weekday,Winter
7578,7579,2014,1,10,18,76,135,59,104,2100,1,0,1024.4,-18.2,0,SW,2,Aotizhongxin,79,Moderate,Weekday,Winter
7579,7580,2014,1,10,19,103,152,68,109,2100,1,-0.7,1024.6,-18.3,0,SW,2,Aotizhongxin,91.25,Moderate,Weekday,Winter
7580,7581,2014,1,10,20,112,155,74,106,2200,1,-3.5,1025.1,-15.5,0,SW,1,Aotizhongxin,93.5,Moderate,Weekday,Winter
7581,7582,2014,1,10,21,103,147,75,103,2200,1,-4.4,1025.5,-14.8,0,NW,1,Aotizhongxin,88.5,Moderate,Weekday,Winter
7582,7583,2014,1,10,22,102,152,72,102,2500,1,-6,1025.6,-16.6,0,S,0,Aotizhongxin,89.25,Moderate,Weekday,Winter
7583,7584,2014,1,10,23,90,122,70,103,2300,1,-7.1,1025.9,-16,0,NW,0,Aotizhongxin,79,Moderate,Weekday,Winter
7584,7585,2014,1,11,0,99,205,66,112,2500,1,-8.2,1025.7,-14.2,0,NE,0,Aotizhongxin,104.25,Unhealthy,Weekday,Winter
7585,7586,2014,1,11,1,104,193,61,110,2900,1,-5.6,1025.9,-15.4,0,NE,1,Aotizhongxin,102,Unhealthy,Weekday,Winter
7586,7587,2014,1,11,2,148,292,98,125,4100,1,-5,1026,-17.5,0,NE,1,Aotizhongxin,141.5,Unhealthy,Weekday,Winter
7587,7588,2014,1,11,3,200,288,116,121,6000,1,-6,1026,-17.2,0,SE,0,Aotizhongxin,152.5,Unhealthy,Weekday,Winter
7588,7589,2014,1,11,4,157,224,102,101,4600,1,-8.6,1025.9,-16.3,0,SE,0,Aotizhongxin,120.75,Unhealthy,Weekday,Winter
7589,7590,2014,1,11,5,114,211,76,81,2800,1,-9.2,1025.4,-13.8,0,NE,0,Aotizhongxin,101.75,Unhealthy,Weekday,Winter
7590,7591,2014,1,11,6,94,112,67,77,2400,1,-9.1,1025.4,-16.7,0,NE,1,Aotizhongxin,71,Moderate,Weekday,Winter
7591,7592,2014,1,11,7,49,36,66,62,1300,1,-7.4,1026,-17.3,0,NE,0,Aotizhongxin,37,Good,Weekday,Winter
7592,7593,2014,1,11,8,39,43,62,57,1300,1,-7.2,1026.4,-12.1,0,NE,0,Aotizhongxin,35,Good,Weekday,Winter
7593,7594,2014,1,11,9,43,55,65,56,1500,1,-2,1026.2,-17.7,0,NE,1,Aotizhongxin,38.75,Good,Weekday,Winter
7594,7595,2014,1,11,10,44,57,70,53,1400,1,0.2,1025.4,-17.1,0,NW,0,Aotizhongxin,38.75,Good,Weekday,Winter
7595,7596,2014,1,11,11,50,73,57,61,1600,1,1.5,1023.7,-16,0,W,1,Aotizhongxin,46.25,Good,Weekday,Winter
7596,7597,2014,1,11,12,56,67,54,68,1700,4,3.4,1022.9,-16.4,0,W,1,Aotizhongxin,48.75,Good,Weekday,Winter
7597,7598,2014,1,11,13,61,76,59,81,2000,3,5.4,1021.7,-16.4,0,E,1,Aotizhongxin,55.25,Moderate,Weekday,Winter
7598,7599,2014,1,11,14,66,68,55,87,1800,4,6.3,1021.3,-17,0,SE,0,Aotizhongxin,56.25,Moderate,Weekday,Winter
7599,7600,2014,1,11,15,68,73,52,91,1900,4,4.9,1021.3,-16.2,0,SW,1,Aotizhongxin,59,Moderate,Weekday,Winter
7600,7601,2014,1,11,16,96,140,70,124,2700,1,1.6,1021.7,-15,0,SW,2,Aotizhongxin,90.25,Moderate,Weekday,Winter
7601,7602,2014,1,11,17,163,237,94,158,3400,1,0.4,1022.3,-14,0,SW,2,Aotizhongxin,139.75,Unhealthy,Weekday,Winter
7602,7603,2014,1,11,18,160,222,100,136,3100,1,1.7,1022.7,-15.3,0,W,3,Aotizhongxin,129.75,Unhealthy,Weekday,Winter
7603,7604,2014,1,11,19,180,234,112,130,3000,1,-0.9,1023.4,-15.2,0,NW,0,Aotizhongxin,136.25,Unhealthy,Weekday,Winter
7604,7605,2014,1,11,20,176,223,100,130,3200,1,-3.4,1024.4,-14.8,0,NE,0,Aotizhongxin,132.5,Unhealthy,Weekday,Winter
7605,7606,2014,1,11,21,173,218,93,128,3400,1,1.2,1025.6,-16.2,0,NE,1,Aotizhongxin,130,Unhealthy,Weekday,Winter
7606,7607,2014,1,11,22,184,236,97,133,4000,1,0.9,1026.5,-17.4,0,NE,3,Aotizhongxin,138.5,Unhealthy,Weekday,Winter
7607,7608,2014,1,11,23,103,129,67,92,2200,1,0,1027.1,-18.7,0,NE,1,Aotizhongxin,81.25,Moderate,Weekday,Winter
7608,7609,2014,1,12,0,16,64,11,22,600,31,-0.2,1027.3,-18.4,0,NE,2,Aotizhongxin,33.25,Good,Weekday,Winter
7609,7610,2014,1,12,1,17,113,18,26,600,28,-0.6,1028.2,-18.7,0,NE,2,Aotizhongxin,46,Good,Weekday,Winter
7610,7611,2014,1,12,2,12,70,15,18,600,30,-1.4,1028.7,-19.4,0,NE,1,Aotizhongxin,32.5,Good,Weekday,Winter
7611,7612,2014,1,12,3,14,44,18,21,500,25,-1.6,1029.1,-20.1,0,N,3,Aotizhongxin,26,Good,Weekday,Winter
7612,7613,2014,1,12,4,14,44,18,21,500,42,-2.2,1029.4,-20.1,0,NE,2,Aotizhongxin,30.25,Good,Weekday,Winter
7613,7614,2014,1,12,5,14,20,22,32,600,21,-2.6,1030.2,-20.4,0,NE,2,Aotizhongxin,21.75,Good,Weekday,Winter
7614,7615,2014,1,12,6,15,20,21,38,600,18,-3,1031,-20.3,0,NE,1,Aotizhongxin,22.75,Good,Weekday,Winter
7615,7616,2014,1,12,7,16,23,28,44,600,15,-3.2,1032.1,-20.5,0,NE,1,Aotizhongxin,24.5,Good,Weekday,Winter
7616,7617,2014,1,12,8,17,20,30,45,600,16,-2.5,1032.9,-19.9,0,NE,0,Aotizhongxin,24.5,Good,Weekday,Winter
7617,7618,2014,1,12,9,11,21,30,31,600,31,-0.2,1032.9,-20.5,0,NE,1,Aotizhongxin,23.5,Good,Weekday,Winter
7618,7619,2014,1,12,10,14,28,35,25,700,38,1,1032.8,-20.1,0,NE,1,Aotizhongxin,26.25,Good,Weekday,Winter
7619,7620,2014,1,12,11,16,13,33,16,600,47,1.5,1031.7,-20.3,0,NE,2,Aotizhongxin,23,Good,Weekday,Winter
7620,7621,2014,1,12,12,12,10,24,12,600,53,2.6,1030.4,-20.8,0,NE,2,Aotizhongxin,21.75,Good,Weekday,Winter
7621,7622,2014,1,12,13,11,7,19,11,500,56,3.6,1029.1,-21.5,0,NE,1,Aotizhongxin,21.25,Good,Weekday,Winter
7622,7623,2014,1,12,14,9,6,14,9,500,60,4.7,1028.5,-21.5,0,NW,2,Aotizhongxin,21,Good,Weekday,Winter
7623,7624,2014,1,12,15,11,6,11,10,500,59,2.8,1028.7,-19.2,0,SW,3,Aotizhongxin,21.5,Good,Weekday,Winter
7624,7625,2014,1,12,16,10,6,9,11,400,60,1.1,1028.8,-19.4,0,SW,3,Aotizhongxin,21.75,Good,Weekday,Winter
7625,7626,2014,1,12,17,19,41,18,42,700,35,0,1028.9,-19.2,0,SW,2,Aotizhongxin,34.25,Good,Weekday,Winter
7626,7627,2014,1,12,18,29,50,25,55,800,23,-1.7,1029.1,-17.9,0,W,1,Aotizhongxin,39.25,Good,Weekday,Winter
7627,7628,2014,1,12,19,33,55,20,63,900,14,-1.5,1028.7,-18.1,0,SW,1,Aotizhongxin,41.25,Good,Weekday,Winter
7628,7629,2014,1,12,20,37,60,20,59,900,17,-1.1,1028.8,-18.2,0,SW,1,Aotizhongxin,43.25,Good,Weekday,Winter
7629,7630,2014,1,12,21,44,76,34,72,1100,6,-3.7,1028.6,-15.1,0,SW,1,Aotizhongxin,49.5,Good,Weekday,Winter
7630,7631,2014,1,12,22,54,94,39,78,1200,1,-5.8,1028.6,-16.1,0,NW,1,Aotizhongxin,56.75,Moderate,Weekday,Winter
7631,7632,2014,1,12,23,55,86,47,79,1200,1,-7,1028.3,-15.2,0,NE,0,Aotizhongxin,55.25,Moderate,Weekday,Winter
7632,7633,2014,1,13,0,53,101,55,76,1200,2,-5.2,1028.2,-17.3,0,NE,1,Aotizhongxin,58,Moderate,Weekend,Winter
7633,7634,2014,1,13,1,58,191,64,81,1600,1,-5.4,1028.1,-17.8,0,NE,0,Aotizhongxin,82.75,Moderate,Weekend,Winter
7634,7635,2014,1,13,2,99,134,92,85,3000,1,-6.5,1027.6,-16.2,0,NE,1,Aotizhongxin,79.75,Moderate,Weekend,Winter
7635,7636,2014,1,13,3,81,101,88,78,2500,1,-7.6,1027.3,-16,0,NE,0,Aotizhongxin,65.25,Moderate,Weekend,Winter
7636,7637,2014,1,13,4,72,97,85,75,2300,1,-8.9,1026.9,-15.5,0,SE,0,Aotizhongxin,61.25,Moderate,Weekend,Winter
7637,7638,2014,1,13,5,73,84,81,74,1900,1,-10,1026.8,-14.8,0,SW,0,Aotizhongxin,58,Moderate,Weekend,Winter
7638,7639,2014,1,13,6,35,31,66,55,1000,1,-10.2,1026.9,-14.1,0,NW,0,Aotizhongxin,30.5,Good,Weekend,Winter
7639,7640,2014,1,13,7,35,52,63,63,1100,1,-9,1027.2,-14.4,0,NE,1,Aotizhongxin,37.75,Good,Weekend,Winter
7640,7641,2014,1,13,8,45,58,74,65,1300,1,-5,1027.4,-15.1,0,NE,1,Aotizhongxin,42.25,Good,Weekend,Winter
7641,7642,2014,1,13,9,55,75,73,62,1400,1,-2.7,1027.3,-16.8,0,NE,1,Aotizhongxin,48.25,Good,Weekend,Winter
7642,7643,2014,1,13,10,59,79,71,55,1500,7,-1.1,1026.5,-16.5,0,NE,1,Aotizhongxin,50,Good,Weekend,Winter
7643,7644,2014,1,13,11,73,102,68,63,1800,9,0.1,1025.2,-17.2,0,SE,1,Aotizhongxin,61.75,Moderate,Weekend,Winter
7644,7645,2014,1,13,12,87,109,75,74,1900,9,1.9,1023.9,-17.1,0,N,1,Aotizhongxin,69.75,Moderate,Weekend,Winter
7645,7646,2014,1,13,13,79,89,68,72,1700,13,3.5,1023.4,-17.4,0,W,1,Aotizhongxin,63.25,Moderate,Weekend,Winter
7646,7647,2014,1,13,14,67,76,62,69,1500,14,4,1022.9,-17,0,SW,1,Aotizhongxin,56.5,Moderate,Weekend,Winter
7647,7648,2014,1,13,15,50,53,53,60,1300,17,3.2,1022.9,-17.1,0,SW,2,Aotizhongxin,45,Good,Weekend,Winter
7648,7649,2014,1,13,16,46,53,49,72,1300,11,0.9,1022.9,-15.6,0,SW,1,Aotizhongxin,45.5,Good,Weekend,Winter
7649,7650,2014,1,13,17,71,114,59,100,1900,1,-2.5,1023.2,-15.2,0,SW,1,Aotizhongxin,71.5,Moderate,Weekend,Winter
7650,7651,2014,1,13,18,113,159,68,109,1900,1,-3.8,1023.9,-15.2,0,SW,0,Aotizhongxin,95.5,Moderate,Weekend,Winter
7651,7652,2014,1,13,19,99,152,59,104,1900,1,-5,1024.4,-11.4,0,NW,0,Aotizhongxin,89,Moderate,Weekend,Winter
7652,7653,2014,1,13,20,107,146,60,106,2300,1,-4.4,1025.2,-14,0,NE,0,Aotizhongxin,90,Moderate,Weekend,Winter
7653,7654,2014,1,13,21,150,192,101,121,3300,1,-5.2,1025.8,-14.5,0,NE,1,Aotizhongxin,116,Unhealthy,Weekend,Winter
7654,7655,2014,1,13,22,153,189,102,126,3300,1,-6.6,1026.4,-13.9,0,NE,0,Aotizhongxin,117.25,Unhealthy,Weekend,Winter
7655,7656,2014,1,13,23,142,181,123,116,3300,1,-7.5,1026.6,-13.1,0,NE,0,Aotizhongxin,110,Unhealthy,Weekend,Winter
7656,7657,2014,1,14,0,145,183,140,108,3500,1,-6.1,1027.1,-14.4,0,NE,0,Aotizhongxin,109.25,Unhealthy,Weekend,Winter
7657,7658,2014,1,14,1,126,161,127,97,3200,1,-6.3,1027.4,-14.3,0,NE,1,Aotizhongxin,96.25,Moderate,Weekend,Winter
7658,7659,2014,1,14,2,119,149,105,90,3100,1,-6.1,1027.6,-15.1,0,NE,0,Aotizhongxin,89.75,Moderate,Weekend,Winter
7659,7660,2014,1,14,3,85,98,77,79,2200,1,-6.4,1027.7,-15.1,0,NE,0,Aotizhongxin,65.75,Moderate,Weekend,Winter
7660,7661,2014,1,14,4,54,50,61,72,1600,1,-8.3,1027.8,-14.9,0,N,1,Aotizhongxin,44.25,Good,Weekend,Winter
7661,7662,2014,1,14,5,32,36,41,63,1100,1,-8.4,1028.1,-14.4,0,NE,1,Aotizhongxin,33,Good,Weekend,Winter
7662,7663,2014,1,14,6,43,47,46,64,1400,1,-6.1,1028.5,-15.3,0,NE,1,Aotizhongxin,38.75,Good,Weekend,Winter
7663,7664,2014,1,14,7,43,48,56,66,1400,1,-5.9,1029.2,-15.9,0,NE,1,Aotizhongxin,39.5,Good,Weekend,Winter
7664,7665,2014,1,14,8,72,111,72,73,2500,1,-4.6,1029.6,-13.5,0,NE,1,Aotizhongxin,64.25,Moderate,Weekend,Winter
7665,7666,2014,1,14,9,93,150,77,75,3300,1,-2,1030,-12.1,0,NE,0,Aotizhongxin,79.75,Moderate,Weekend,Winter
7666,7667,2014,1,14,10,130,209,173,75,4600,1,-0.4,1029.7,-13.7,0,NE,1,Aotizhongxin,103.75,Unhealthy,Weekend,Winter
7667,7668,2014,1,14,11,123,113,156,77,3600,2,0.7,1028.5,-14.9,0,SW,0,Aotizhongxin,78.75,Moderate,Weekend,Winter
7668,7669,2014,1,14,12,93,60,98,64,2300,12,2.1,1027.5,-15.5,0,NW,1,Aotizhongxin,57.25,Moderate,Weekend,Winter
7669,7670,2014,1,14,13,65,44,75,53,1800,24,3.2,1027,-13.6,0,SW,1,Aotizhongxin,46.5,Good,Weekend,Winter
7670,7671,2014,1,14,14,50,44,61,52,1600,25,2.8,1026.6,-11.9,0,SW,2,Aotizhongxin,42.75,Good,Weekend,Winter
7671,7672,2014,1,14,15,58,78,65,72,2000,15,1.7,1026.8,-12.2,0,SW,2,Aotizhongxin,55.75,Moderate,Weekend,Winter
7672,7673,2014,1,14,16,106,138,91,101,2900,6,0.8,1026.9,-13.7,0,SW,2,Aotizhongxin,87.75,Moderate,Weekend,Winter
7673,7674,2014,1,14,17,106,134,75,101,2500,4,0.2,1027.1,-14.2,0,SW,2,Aotizhongxin,86.25,Moderate,Weekend,Winter
7674,7675,2014,1,14,18,106,134,75,101,2500,42,0,1027.2,-14,0,SW,2,Aotizhongxin,95.75,Moderate,Weekend,Winter
7675,7676,2014,1,14,19,105,109,60,96,2000,1,-1,1027.4,-13.9,0,SW,2,Aotizhongxin,77.75,Moderate,Weekend,Winter
7676,7677,2014,1,14,20,87,105,57,93,1900,1,-3.3,1027.7,-12.8,0,W,1,Aotizhongxin,71.5,Moderate,Weekend,Winter
7677,7678,2014,1,14,21,81,89,53,89,1800,1,-5.7,1027.8,-12.9,0,SW,0,Aotizhongxin,65,Moderate,Weekend,Winter
7678,7679,2014,1,14,22,81,89,53,89,1800,1,-6.8,1027.6,-12.1,0,SW,0,Aotizhongxin,65,Moderate,Weekend,Winter
7679,7680,2014,1,14,23,106,120,81,96,2200,1,-7.8,1027.6,-11.8,0,NW,0,Aotizhongxin,80.75,Moderate,Weekend,Winter
7680,7681,2014,1,15,0,103,122,73,95,2200,1,-8.4,1027.4,-12.4,0,SE,0,Aotizhongxin,80.25,Moderate,Weekday,Winter
7681,7682,2014,1,15,1,139,184,107,118,4100,1,-6.6,1027.5,-12.3,0,NE,1,Aotizhongxin,110.5,Unhealthy,Weekday,Winter
7682,7683,2014,1,15,2,161,216,121,105,4600,1,-7.1,1027.5,-12.8,0,NE,1,Aotizhongxin,120.75,Unhealthy,Weekday,Winter
7683,7684,2014,1,15,3,176,212,108,88,4100,1,-8.3,1027,-12.5,0,NE,0,Aotizhongxin,119.25,Unhealthy,Weekday,Winter
7684,7685,2014,1,15,4,79,68,44,88,1600,1,-8.4,1026.5,-12.9,0,NE,0,Aotizhongxin,59,Moderate,Weekday,Winter
7685,7686,2014,1,15,5,72,96,71,70,1900,1,-9.3,1026.5,-12.8,0,N,0,Aotizhongxin,59.75,Moderate,Weekday,Winter
7686,7687,2014,1,15,6,70,144,59,71,1800,1,-10,1026.8,-12.5,0,SW,0,Aotizhongxin,71.5,Moderate,Weekday,Winter
7687,7688,2014,1,15,7,50,44,57,67,1500,1,-10.2,1026.9,-12.7,0,SW,0,Aotizhongxin,40.5,Good,Weekday,Winter
7688,7689,2014,1,15,8,46,47,59,70,1400,1,-7.9,1027.3,-11.4,0,NW,0,Aotizhongxin,41,Good,Weekday,Winter
7689,7690,2014,1,15,9,41,50,54,59,1300,1,-1.5,1027.4,-13.4,0,W,0,Aotizhongxin,37.75,Good,Weekday,Winter
7690,7691,2014,1,15,10,44,58,50,57,1300,6,0.6,1027,-14.6,0,SW,0,Aotizhongxin,41.25,Good,Weekday,Winter
7691,7692,2014,1,15,11,49,54,51,59,1400,12,2.3,1025.7,-14.8,0,S,1,Aotizhongxin,43.5,Good,Weekday,Winter
7692,7693,2014,1,15,12,49,50,49,59,1300,16,4.6,1023.8,-15.3,0,SE,1,Aotizhongxin,43.5,Good,Weekday,Winter
7693,7694,2014,1,15,13,44,26,55,49,1100,22,5.7,1023,-15.6,0,NW,1,Aotizhongxin,35.25,Good,Weekday,Winter
7694,7695,2014,1,15,14,44,39,48,60,1200,20,6.4,1022.8,-16.3,0,S,1,Aotizhongxin,40.75,Good,Weekday,Winter
7695,7696,2014,1,15,15,47,47,47,72,1300,13,5.5,1022.4,-16.4,0,SE,0,Aotizhongxin,44.75,Good,Weekday,Winter
7696,7697,2014,1,15,16,50,50,48,78,1500,9,2.8,1022.4,-14.9,0,SW,0,Aotizhongxin,46.75,Good,Weekday,Winter
7697,7698,2014,1,15,17,60,74,54,90,1700,3,-0.6,1022.6,-12.9,0,W,1,Aotizhongxin,56.75,Moderate,Weekday,Winter
7698,7699,2014,1,15,18,127,219,88,116,2500,1,-0.1,1022.6,-10.6,0,SW,1,Aotizhongxin,115.75,Unhealthy,Weekday,Winter
7699,7700,2014,1,15,19,357,470,196,167,4500,1,-1.9,1022.5,-8.9,0,W,1,Aotizhongxin,248.75,Unhealthy,Weekday,Winter
7700,7701,2014,1,15,20,436,516,192,174,5200,1,-0.2,1022.2,-8.4,0,SW,1,Aotizhongxin,281.75,Unhealthy,Weekday,Winter
7701,7702,2014,1,15,21,463,536,180,177,5600,1,-1,1022.1,-8.5,0,SW,0,Aotizhongxin,294.25,Unhealthy,Weekday,Winter
7702,7703,2014,1,15,22,472,540,170,175,5700,1,-1.7,1022.3,-8.7,0,SW,0,Aotizhongxin,297,Unhealthy,Weekday,Winter
